no,website,responseStart,domInteractive,domComplete,nextHopProtocol
7485,https://www.yifysubtitles.org,517.8799999994226,1062.3450000002777,3021.0150000002614,h2
7570,https://www.narrative.io,1505.6599999988975,3353.1499999990046,6053.874999999607,h2
7573,https://www.jomashop.com,185.94999999913853,394.16999999957625,2316.04999999945,h2
7599,https://www.servimg.com,446.5149999996356,2184.9199999996927,13949.329999999463,h2
7608,https://www.zblogcn.com,1857.7449999993405,1936.1649999991641,3209.404999999606,h2
7687,https://www.actionnetwork.org,539.1700000000128,1599.6699999996054,2625.41500000043,h2
7703,https://www.shopifypreview.com,283.3100000007107,495.4200000011042,577.965000000404,h2
7836,https://www.google.com.lb,206.66999999957625,431.9949999990058,1174.6249999996508,h2
7853,https://www.redstate.com,115.64499999985856,340.8499999986816,536.8299999990995,h2
7859,https://www.smarttradecoin.com,1109.8849999998492,2005.3399999997055,3389.4000000000233,h2
7868,https://www.brightlocal.com,41.26000000178465,815.3000000002066,1376.7400000015186,h2
7870,https://www.gotporn.com,240.11500000051456,2810.9150000000227,4700.4450000004,h2
7886,https://www.workplace.com,889.6550000008574,2110.885000000053,3078.545000000304,h2
7898,https://www.google.co.ke,106.39000000082888,548.9900000011403,1288.0800000002637,h2
7926,https://www.chrono24.com,111.46000000007916,1147.8700000006938,2247.670000000653,h2
7927,https://www.google.ge,134.17499999923166,783.1800000003568,1467.2599999994418,h2
7930,https://www.google.cat,116.5549999986979,520.024999999805,1044.7899999999208,h2
7940,https://www.yankodesign.com,788.4099999992031,1525.1499999994849,1702.9550000006566,h2
7966,https://www.apkmirror.com,62.55000000055588,140.85000000159198,277.49500000027183,h2
7972,https://www.cloudflare-dns.com,867.6249999989523,2296.635000000606,2764.5900000006804,h2
7984,https://www.google.com.kh,440.3949999996257,788.2499999996071,1704.8049999993964,h2
8089,https://www.google.lu,111.11499999969965,313.22499999987485,1005.6150000000343,h2
8138,https://www.chrome.com,55.72500000016589,760.6849999992846,933.2049999993615,h2
8139,https://www.yangsenshoubao.com,54.82000000120024,207.68000000134634,267.3000000013417,h2
8149,https://www.destructoid.com,47.40500000116299,968.075000000681,4383.2299999994575,h2
8165,https://www.cibercuba.com,63.00000000010186,568.3750000007421,1259.5000000001164,h2
8170,https://www.smrtb.com,59.48000000171305,1219.6350000012899,1593.7800000010611,h2
8179,https://www.clutch.co,329.0500000002794,471.46000000066124,1463.0350000006729,h2
8202,https://www.blogspot.mx,1141.6600000011385,1700.845000001209,1872.1650000006775,h2
8308,https://www.googlehosted.com,0.17500000103609636,139.31000000047788,154.24999999959255,
8323,https://www.ethnos.gr,98.86999999980617,2359.79000000043,5154.590000000098,h2
8325,https://www.blogspot.ch,777.7399999995396,1284.204999999929,1444.2400000007183,h2
8345,https://www.moveon.org,1311.6549999995186,3286.679999999251,5751.369999999952,h2
8358,https://www.google.am,121.72999999893364,513.0899999985559,1105.3099999990081,h2
8384,https://www.gcu.edu,58.72500000077707,929.2249999998603,1305.225000000064,h2
8394,https://www.google.hn,131.87499999912689,812.7549999990151,1533.1049999986135,h2
8400,https://www.google.com.om,105.56999999971595,416.18000000016764,943.9249999995809,h2
8414,https://www.google.com.pr,121.81500000042433,503.9950000009412,1115.4850000002625,h2
8434,https://www.google.cd,118.91499999910593,437.2399999992922,1159.7799999999552,h2
8480,https://www.cookieconsent.com,51.99999999967986,164.97999999955937,777.2549999990588,h2
8490,https://www.google.com.ni,122.08999999893422,413.49499999887485,1078.5550000000512,h2
8525,https://www.icook.tw,747.4449999990611,2205.449999999473,4824.784999998883,h2
8569,https://www.jewishvirtuallibrary.org,61.859999999796855,217.81000000009954,778.6999999989348,h2
8581,https://www.woyaowz.cn,65.13000000086322,142.44000000144297,241.6750000011234,h2
8591,https://www.ionicframework.com,356.5049999997427,1761.1399999987043,3831.4599999994243,h2
8594,https://www.fee.org,666.7249999991327,1665.949999998702,1965.7899999983783,h2
8611,https://www.zurb.com,588.7349999993603,1214.5149999996647,1741.809999999532,h2
8645,https://www.google.ci,109.22000000027765,429.2700000005425,1277.4650000010297,h2
8663,https://www.blogspot.gr,1119.1600000001927,1568.9650000003894,1818.3150000004389,h2
8694,https://www.quantummetric.com,887.2799999990093,2285.0650000000314,7517.659999999523,h2
8705,https://www.weiqingbao.cc,958.8650000005146,3190.5100000003586,6141.405000000304,h2
8721,https://www.google.com.et,224.14500000013504,1039.4699999997101,2812.095000001136,h2
8722,https://www.vivo.sx,218.78499999911583,1005.2099999993516,3516.830000000482,h2
8745,https://www.faucetpay.io,439.40500000098837,2285.570000000007,3696.8100000012782,h2
8753,https://www.newsbeast.gr,268.2299999996758,8496.315000000322,30024.15999999903,h2
8780,https://www.privacypolicygenerator.info,59.314999998605344,336.7449999987002,522.369999998773,h2
8810,https://www.accountkit.com,0.5999999993946403,305.38499999966007,448.12499999898137,
8832,https://www.google.mu,175.95000000073924,748.7550000005285,2677.8400000002875,h2
8876,https://www.google.mn,262.6799999998184,1453.364999999394,2504.349999999249,h2
8878,https://www.backblaze.com,440.02999999975145,2740.364999999656,7020.089999999982,h2
8890,https://www.123milhas.com,1142.2999999995227,1350.4200000006676,3994.2750000009255,h2
8916,https://www.privacypolicyonline.com,193.18500000008498,694.7650000001886,1212.8949999987526,h2
8937,https://www.carsforsale.com,67.5599999995029,772.1199999996315,4506.099999998696,h2
8949,https://www.phillymag.com,1173.994999999195,5996.079999998983,21280.174999999872,h2
8960,https://www.gradeup.co,266.1150000003545,2491.729999999734,3479.4350000011036,h2
8975,https://www.lectortmo.com,991.0850000014761,5810.225000001083,15858.97500000101,h2
8997,https://www.blogblog.com,1475.705000000744,1708.3999999995285,1726.6900000013266,h2
9013,https://www.tailorbrands.com,166.03500000019267,2227.1049999999377,7257.359999999608,h2
9015,https://www.top.gg,261.28999999855296,934.7099999995407,1279.114999999365,h2
9021,https://www.shiftdelete.net,661.6950000006909,5682.950000000346,22253.665000000183,h2
9033,https://www.vdo.ai,382.41500000003725,2450.5499999995664,5237.105000000156,h2
9056,https://www.buymeacoffee.com,594.74500000033,2508.8600000017323,4522.480000001451,h2
9060,https://www.blogspot.com.ar,1432.5349999999162,2211.0849999990023,3167.8049999991345,h2
9079,https://www.termly.io,679.8149999995076,774.3699999991804,2236.300000000483,h2
9084,https://www.google.com.pa,230.92999999971653,979.6600000008766,1775.0400000004447,h2
9088,https://www.mb.com.ph,1014.9899999996705,1221.9100000002072,1228.6149999999907,
9094,https://www.nation.co.ke,198.61000000128115,1759.3250000008993,10990.700000000288,h2
9096,https://www.typing.com,50.27499999960128,2974.4449999998324,4058.614999999918,h2
9104,https://www.blogspot.pt,1276.495000000068,2347.8850000010425,2547.7150000006077,h2
9118,https://www.google.com.af,234.36500000025262,1015.3250000003027,2909.975000000486,h2
9125,https://www.sixflags.com,255.18000000010943,4481.134999999995,9037.804999999935,h2
9130,https://www.googlesource.com,754.9249999992753,1320.4200000000128,2475.785000000542,h2
9132,https://www.rawpixel.com,793.6349999999948,2342.5550000010844,3101.590000000215,h2
9160,https://www.google.as,236.19499999949767,828.1999999999243,1797.3650000003545,h2
9191,https://www.google.is,164.55500000120082,716.8099999998958,2001.7950000001292,h2
9201,https://www.google.md,236.42499999914435,748.1250000000728,1532.9549999987648,h2
9263,https://www.google.ht,388.120000001436,1166.6600000007747,2248.8400000002002,h2
9281,https://www.fragrantica.ru,1128.7499999998545,1308.2849999991595,1822.7499999993597,h2
9283,https://www.hotair.com,1709.6849999998085,4831.360000000132,11306.875000000218,h2
9315,https://www.gizmochina.com,501.7150000003312,723.2800000001589,3922.004999998535,h2
9335,https://www.defimedia.info,498.1950000001234,5257.179999998698,16263.034999999945,h2
9406,https://www.thimpress.com,959.0599999992264,2924.364999998943,5471.239999998943,h2
9412,https://www.google.com.mt,260.0299999994604,750.0999999992928,1748.7049999999726,h2
9428,https://www.escapistmagazine.com,397.11499999975786,1758.4999999999127,9138.24999999997,h2
9451,https://www.bookshop.org,1249.4499999993423,3592.259999999442,13590.414999998757,h2
9462,https://www.greatergood.com,445.34999999996217,2805.3500000005442,4978.659999998854,h2
9473,https://www.cimaclub.io,649.3700000009994,1738.825000000361,3441.225000000486,h2
9480,https://www.google.al,203.48999999987427,573.7049999988812,1302.3099999991246,h2
9481,https://www.steamdb.info,213.6399999999412,456.3299999990704,466.3700000000972,h2
9499,https://www.instamojo.com,560.1449999994657,5265.15499999914,7533.250000000407,h2
9519,https://www.gamefront.com,2972.0300000008137,7488.385000000562,19227.355000000898,h2
9543,https://www.google.li,243.16499999986263,792.4199999997654,1737.460000000283,h2
9581,https://www.sefon.pro,234.67499999969732,430.3749999999127,476.03499999968335,h2
9600,https://www.internetlivestats.com,439.40999999904307,1669.0949999992881,5010.064999998576,http/1.1
9601,https://www.google.ad,458.5749999987456,1013.3850000001985,1759.0749999999389,h2
9656,https://www.tecnoblog.net,938.8699999999517,2491.910000000644,5940.979999999399,h2
9689,https://www.familydoctor.org,1003.4749999995256,4943.864999999278,9266.305000001012,h2
9694,https://www.oceanwp.org,693.9899999997579,4922.184999999445,19762.314999999944,h2
9722,https://www.google.co.mz,458.8550000007672,1501.0700000002544,3782.680000000255,h2
9726,https://www.staples.ca,241.30000000150176,4607.079999999769,18575.025000000096,h2
9738,https://www.google.co.bw,235.6499999987136,1290.0300000001153,2769.7399999997288,h2
9740,https://www.google.com.cy,517.7700000003824,1671.5800000001764,2938.640000000305,h2
9743,https://www.publicintegrity.org,1152.844999998706,3487.6949999998033,4517.284999999902,h2
9746,https://www.tamildhool.net,63.85000000045693,724.9150000006921,1260.7250000000931,h2
9788,https://www.google.co.ug,180.7150000004185,1038.6600000001636,2743.5499999992317,h2
9796,https://www.google.com.gh,240.34000000028755,1416.9700000002194,2442.3600000009174,h2
9800,https://www.applvn.com,263.80500000050233,459.35000000099535,461.3549999994575,h2
9813,https://www.iisd.org,667.9899999999179,987.170000000333,2716.730000000098,h2
9820,https://www.specialized.com,460.1249999996071,1545.2750000004016,11069.354999999632,h2
9840,https://www.ttshow.tw,1142.7650000005087,3450.2099999990605,9439.495000000534,h2
9845,https://www.google.la,164.9150000012014,918.1400000015856,3430.2050000005693,h2
9852,https://www.google.mg,414.75999999966007,1537.014999999883,3468.670000000202,h2
9857,https://www.blogspot.ro,1429.1549999998097,2479.699999999866,2723.9950000002864,h2
9864,https://www.bostonmagazine.com,955.1449999999022,5527.205000000322,20788.469999999506,h2
9872,https://www.google.sn,222.69500000038533,1237.619999999879,3744.0600000009,h2
9887,https://www.google.bs,180.39999999928114,1508.4599999991042,3711.79999999913,h2
9892,https://www.google.co.uz,376.9250000004831,973.3550000000832,2388.94000000073,h2
