domain name,responseStart,domInteractive,domComplete
google.com,253.91999999919796,361.3900000000285,1138.0599999993135
facebook.com,437.2900000016671,1094.5800000008605,1612.3650000008636
youtube.com,112.82000000028349,6306.674999999815,11361.994999999297
instagram.com,423.8150000001042,792.5999999988562,821.3299999988519
doubleclick.net,121.83000000004542,1040.2799999992567,1108.5800000000743
googletagmanager.com,10.51499999994121,1012.2849999988832,1012.4099999993632
googleusercontent.com,22.789999999076823,186.54500000047847,224.2000000005646
goo.gl,148.3299999999872,213.89499999895642,226.22000000046685
blogspot.com,1114.4800000001849,1562.2400000011112,1663.735000000088
google-analytics.com,32.859999999345746,748.5299999989363,778.8149999996676
fbcdn.net,419.4849999985309,911.7049999986192,1212.985000000117
myshopify.com,176.50999999932537,307.28499999895575,341.83999999913794
medium.com,1665.9249999993335,4886.160000000018,7001.2449999994715
google.com.hk,108.07000000022526,524.5949999989534,1342.17499999977
googlevideo.com,38.029999996069826,244.04999999387653,310.26499999279616
cloudflare.com,255.72500000089352,1270.4799999992247,3181.9649999997637
googleadservices.com,13.44500000050175,74.84000000113156,137.24499999989348
google.co.in,113.56999999952677,481.40000000057626,1288.2650000010472
tinyurl.com,1049.205000001166,1307.8249999998661,1893.5500000006866
google.de,118.55500000092434,499.6850000006816,1904.4400000002497
yy.com,1598.135000000184,7592.619999999442,11963.284999999814
google.co.jp,113.84999999972929,514.4299999992654,1223.6749999992753
youtube-nocookie.com,75.50499999888416,172.78999999871303,231.3500000000204
google.com.br,111.17500000000292,406.6950000014914,1215.5849999999189
google.co.uk,107.01499999959196,595.5249999988156,1257.594999999128
google.cn,61.23499999921479,230.664999999135,291.1949999997887
blogger.com,286.41500000048836,1085.9250000012253,1189.1250000007856
fb.com,530.6799999998475,1024.3150000005699,1465.439999999944
google.es,115.15499999950407,388.4749999997439,991.939999999886
google.fr,110.87500000030559,437.6200000006065,1214.560000000347
google.ru,140.6700000006822,451.9250000012107,1349.6400000003632
google.it,116.57999999988532,387.16999999996915,1245.4649999999674
gmail.com,397.1550000005664,1072.1950000006473,1183.0549999995128
android.com,27.20500000032189,660.0300000009156,972.6550000013956
googletagservices.com,76.25000000007276,202.6399999995192,203.9800000002288
addtoany.com,43.93000000163738,307.5250000001688,416.29000000102684
google.ca,119.49500000082479,351.86000000067,1104.1999999997645
google.com.sg,100.71000000061758,552.5250000009692,1636.3250000013068
google.com.tw,129.52500000028522,409.750000000713,1001.2500000011644
discord.com,83.88500000000931,2728.309999998601,3260.3799999997136
tandfonline.com,632.6699999990524,1586.1100000001898,4388.264999999592
shopify.com,208.5649999989983,950.3399999994143,1117.7999999999884
pixabay.com,494.5250000000669,709.7950000006675,959.1149999996561
pki.goog,104.71999999936087,304.7249999999622,374.1250000002765
crashlytics.com,290.75000000011636,852.4800000013784,4508.050000000367
google.com.mx,141.92000000002736,672.4300000005314,1300.2350000006118
hubspot.com,382.434999999532,1173.334999999497,1830.645000000004
google.com.tr,146.33499999945343,517.0299999990675,1332.4499999998807
feedburner.com,773.9449999990027,1321.5700000000654,1356.7549999988844
arnebrachhold.de,68.03999999829102,384.68999999895465,698.2749999988298
google.com.vn,105.48000000017055,465.729999999894,1238.6900000001333
teamviewer.com,83.65500000036262,1164.7050000010495,1729.334999999992
worldometers.info,174.75000000013097,1400.5550000001676,3295.184999999037
google.co.th,149.93500000127824,600.0999999996566,1108.700000000681
google.pl,108.52999999951862,385.73499999984045,963.004999999612
business.site,121.15000000085274,1831.7250000000056,2806.7700000010523
metropoles.com,1775.4999999997378,4264.0250000004025,10083.354999998846
google.com.ar,115.4850000002625,466.7000000008557,1008.1050000007964
google.com.sa,128.66000000030908,560.975000000326,2272.974999999861
google.com.au,230.4000000003726,559.3700000008539,1297.5249999999505
google.co.id,240.2099999999336,902.7399999995397,2483.4200000004785
google.com.eg,274.5799999993324,1165.6899999998132,2169.449999999415
appspot.com,428.3500000001368,718.8599999990403,722.5849999995262
fb.me,715.2050000004238,1458.4500000000846,1956.4950000003591
pcmag.com,207.41500000076485,1671.4300000003275,8950.070000000778
glassdoor.com,429.9149999988003,1685.8999999985824,14023.84499999971
discordapp.com,252.80000000020664,3991.9150000005175,5517.649999999775
pexels.com,45.130000000426655,106.95499999928872,607.0899999995162
y2mate.com,198.1550000000425,745.984999999564,1964.1649999994115
g.page,394.4049999990966,3448.6350000006496,4260.314999999537
messenger.com,962.8649999995104,2921.45999999957,4954.139999999825
thepiratebay.org,2023.764999999912,2439.050000000861,2966.754999999467
namu.wiki,733.699999998862,998.4850000000732,1898.8049999989014
gstatic.com,23.789999999280553,500.5499999988388,673.7999999986641
jotform.com,447.34500000049593,3298.3550000008117,6552.294999999504
blogspot.co.uk,1111.3299999997253,3307.990000001155,3512.6950000012584
mgid.com,2887.0200000001196,5998.225000001185,14708.070000000589
googleblog.com,741.025000001173,1079.7199999997247,1331.720000000132
google.co.kr,230.54500000034756,1163.2549999994808,3001.184999999168
google.com.ua,181.34500000087428,798.7450000000536,2728.9700000001176
thelancet.com,3139.2400000004272,7749.504999999772,14936.569999999849
getbootstrap.com,498.17000000075495,1231.2450000008541,1731.245000000854
withgoogle.com,420.1950000006036,1043.5450000004494,2474.450000001525
fbsbx.com,211.05999999963387,278.96999999939,280.4899999991904
scmp.com,398.7199999992299,3496.014999998806,58150.23499999916
google.gr,242.79000000024098,908.5100000011153,1665.4400000006715
thegatewaypundit.com,54.25000000104775,6842.9550000000745,17826.53500000015
googleapis.com,161.73499999968044,457.7049999988958,458.65000000048894
mixcloud.com,162.7550000011979,6518.514999999752,15200.715000000857
google.nl,454.185000000507,963.5099999995872,2675.8000000008906
google.ro,386.6649999999936,1393.5249999994994,3716.8249999995173
m.me,1172.3049999982322,2853.099999998449,4626.7599999991935
businessinsider.de,174.98499999965134,2218.9150000012887,5700.275000001057
spankbang.com,644.2800000004354,1956.0750000000555,12654.355000000578
etoro.com,281.2549999998737,2977.8050000004437,11243.979999999285
google.co.ve,293.85999999976775,1201.0950000003504,2502.5700000005604
viva.co.id,90.00000000014549,1511.3500000006754,2312.869999999748
yts.mx,198.1699999996636,1711.015000000771,2984.0500000009342
google.com.my,182.2549999997136,550.4600000003849,1788.140000000567
google.be,204.82500000071013,566.2700000011682,1277.0049999999173
mdpi.com,2204.68499999879,4509.964999999284,4954.2099999998745
colorlib.com,495.40499999966414,1776.7100000000935,2481.1099999988073
dcard.tw,549.0350000000035,2983.565000000453,11443.610000000264
google.ch,2513.649999998961,4242.8149999996085,6288.464999999633
google.com.ph,220.70499999972526,1085.544999999911,4214.264999998704
google.co.za,184.57999999918687,969.2199999990406,2747.3050000007793
google.cl,208.5100000003877,793.90500000045,2289.8199999999633
thehindu.com,196.9800000006217,1436.2500000006546,3488.2050000014715
billboard.com,214.80499999961467,1682.244999999966,19706.9649999994
greenpeace.org,455.8950000009645,792.4350000012055,1519.2600000009406
yolasite.com,889.8750000007567,1922.0650000006567,3728.619999999864
doordash.com,78.34000000002561,309.53500000032363,319.9450000010984
google.az,334.04999999947904,780.3899999998978,1090.3799999996409
google.at,161.65000000000867,1028.3799999997427,2235.2200000004814
google.com.pk,237.0599999994738,784.9399999995512,1582.979999999225
teachable.com,750.9800000007091,2052.064999999857,5703.895000000557
g.co,210.31500000026423,280.5550000011863,708.8600000006409
blogspot.ca,1298.689999999624,2263.6449999990873,2473.840000000564
google.dz,172.73000000022876,935.9349999995177,1988.1050000003602
elwatannews.com,383.640000000014,10190.349999998944,36261.0650000006
iherb.com,269.8049999999057,4343.7400000002535,14303.160000001299
google.com.pe,163.2049999989249,1003.1399999988936,2487.8399999997782
clarin.com,53.28000000008615,2809.499999999389,7987.230000000636
cell.com,1976.6099999997089,5719.9799999998495,18027.68499999911
blogspot.de,1277.125000000524,3238.755000000311,3282.624999999825
cloudinary.com,904.435000000376,4007.480000000214,9220.774999999776
athemes.com,774.279999999635,1724.6350000004895,2959.7050000011222
about.google,261.9649999996909,1022.1399999991264,2171.1149999991903
google.pt,181.53499999971245,693.0050000009943,2048.800000000483
pdfdrive.com,205.309999999372,2021.5699999989733,6508.264999998573
google.com.co,112.34499999955004,789.4799999994575,2311.2600000004018
000webhost.com,780.4899999991902,2700.4550000001473,5673.5549999993955
v2ex.com,1187.1349999983067,3203.599999998915,6920.129999998609
boutell.co.uk,193.33000000005995,1514.5949999987354,2448.935000000347
boingboing.net,764.3000000007304,2248.3400000000984,3817.184999999881
google.se,211.5700000013021,748.0100000011589,2310.5850000010832
transferwise.com,513.1799999999204,3080.3500000001804,8969.700000001467
buffer.com,574.0999999998166,1769.1599999998289,4074.5299999998683
codepen.io,83.51000000038766,284.5999999990454,810.6299999999464
macrumors.com,228.5649999994348,2267.644999999902,2338.765000000421
blogspot.com.es,1255.670000000464,2086.395000000266,2271.215000000666
google.ae,253.24000000000527,754.3300000015734,1926.6950000001086
blogspot.fr,942.8549999993263,1511.6500000003725,1711.4149999997608
arduino.cc,498.17000000075495,2253.4599999999045,4000.880000001416
hamariweb.com,188.47500000083528,2020.6899999993768,6212.970000000496
atlasobscura.com,474.2649999989226,3566.235000000233,8785.514999999576
google.hu,455.5149999996502,978.2649999997376,2213.3649999996123
nerdwallet.com,294.88000000128517,1291.575000001103,8254.114999999729
lifehack.org,76.33499999974447,1002.2100000005594,1065.309999999954
mass.gov,509.2100000001665,1719.360000000961,3524.450000000797
google.co.il,194.09999999879798,760.8099999997647,1482.8299999990122
hubspot.net,1186.50499999967,2251.540000001114,4312.200000000303
thinkwithgoogle.com,1140.625,1505.4799999998068,4690.065000000686
recaptcha.net,195.2049999999872,259.2000000004191,259.2750000003434
wireshark.org,639.3950000001496,2002.2699999990439,7756.970000000365
chromium.org,439.9049999992712,991.1400000000868,997.3200000003999
google.cz,234.89499999959662,641.9750000004568,1244.4350000005215
google.ie,216.4800000009564,566.2800000009156,1534.2450000007377
retailmenot.com,515.7400000007328,862.3650000008638,1270.379999999932
sciencealert.com,224.6450000002369,1750.1700000011624,2062.9300000000508
propublica.org,676.3549999996029,2505.395000000135,6995.6400000010035
sabq.org,520.1049999996029,4219.450000000506,14305.365000000163
rd.com,276.7949999997654,2991.36499999986,12189.555000000835
tawk.to,849.4399999999588,2438.914999998815,3662.500000000364
flightradar24.com,306.92999999882886,1044.6300000003248,3824.279999998907
jkforum.net,944.0950000007433,2833.9950000008685,3096.08500000104
blogspot.com.au,1141.0699999996725,1380.6449999992765,1410.809999999401
neobux.com,261.86000000052445,419.94999999951693,451.1849999998958
lentainform.com,362.56999999932304,727.0749999988766,1354.779999999664
rte.ie,83.11499999945227,875.7800000003044,1166.0099999990052
google.dk,130.77999999950407,260.4749999991327,564.9649999995745
ahajournals.org,1098.7299999997051,2462.8599999996372,3719.3200000001534
ojooo.com,329.5399999988149,706.239999999525,1036.7699999987965
centrosenervida.com,204.32000000073452,684.9349999993137,745.6299999994371
andhrajyothy.com,1016.235000000961,1744.2699999992328,6864.955000000919
google.bg,122.96000000060305,290.5900000005204,679.8550000003163
creativemarket.com,58.46500000006928,89.39999999893189,251.9849999989674
socialblade.com,89.2199999998411,181.55999999908093,193.8049999989744
yoast.com,79.99500000005355,363.2849999994505,455.4150000003573
google.sk,126.30999999964844,267.744999999195,560.6250000000728
chinatimes.com,417.6250000000437,696.5450000006967,2754.205000001093
toppr.com,53.85500000011234,98.02500000114378,234.51999999997497
