no,website,http_version,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
8745,https://www.faucetpay.io,2,ok,172.64.107.24,443,0.263678,0.239796,0.238496,0.263807,0.000000,0.305779,0.305920
8753,https://www.newsbeast.gr,2,ok,104.26.1.146,443,0.019242,0.006642,0.005950,0.019333,0.000000,0.260206,0.304237
8780,https://www.privacypolicygenerator.info,2,ok,104.18.55.150,443,0.068628,0.046305,0.037103,0.068727,0.000000,0.089104,0.101016
8810,https://www.accountkit.com,0,error,157.240.9.18,443,0.000000,0.039680,0.012462,0.000000,0.000000,0.000000,0.078039
8832,https://www.google.mu,2,ok,172.217.22.35,443,0.033021,0.014101,0.012775,0.033128,0.000000,0.075632,0.075935
8876,https://www.google.mn,2,ok,172.217.16.195,443,0.029668,0.012123,0.010624,0.029804,0.000000,0.069640,0.069819
8878,https://www.backblaze.com,2,ok,172.67.1.156,443,0.033012,0.017384,0.016394,0.033123,0.000000,1.252420,1.252629
8890,https://www.123milhas.com,2,ok,172.67.193.101,443,0.037610,0.014668,0.006013,0.037756,0.000000,0.472178,0.472410
8916,https://www.privacypolicyonline.com,2,ok,104.27.165.62,443,0.046067,0.023549,0.014939,0.046159,0.000000,0.188113,0.188279
8937,https://www.carsforsale.com,2,ok,104.18.10.104,443,0.041425,0.011781,0.011019,0.041550,0.000000,0.068520,0.068770
8949,https://www.phillymag.com,2,ok,104.18.2.164,443,0.305662,0.276470,0.275188,0.305889,0.000000,1.081061,1.087309
8960,https://www.gradeup.co,2,ok,104.17.13.38,443,0.033181,0.016250,0.015023,0.033282,0.000000,0.068668,0.068720
8975,https://www.lectortmo.com,2,ok,104.26.15.85,443,0.022716,0.006586,0.005506,0.022812,0.000000,0.032909,0.032974
8997,https://www.blogblog.com,2,ok,172.217.22.41,443,0.034308,0.013512,0.012317,0.034447,0.000000,0.208033,0.208136
9013,https://www.tailorbrands.com,2,ok,104.19.175.21,443,0.026174,0.007136,0.005911,0.026307,0.000000,0.082215,0.084778
9015,https://www.top.gg,2,ok,104.16.173.56,443,0.030603,0.008281,0.007203,0.030689,0.000000,0.047381,0.047431
9021,https://www.shiftdelete.net,2,ok,104.26.14.229,443,0.027478,0.008088,0.007042,0.027729,0.000000,0.162455,0.218452
9033,https://www.vdo.ai,2,ok,104.18.42.6,443,0.047724,0.027452,0.018592,0.047824,0.000000,0.266733,0.365444
9056,https://www.buymeacoffee.com,2,ok,172.67.70.99,443,0.034694,0.014187,0.005747,0.034878,0.000000,0.580956,0.831223
9060,https://www.blogspot.com.ar,2,ok,172.217.22.41,443,0.037068,0.019638,0.018407,0.037196,0.000000,0.699947,0.700088
9079,https://www.termly.io,2,ok,104.19.255.88,443,0.026524,0.006668,0.005716,0.026630,0.000000,0.323566,0.323662
9084,https://www.google.com.pa,2,ok,216.58.210.3,443,0.031881,0.013745,0.010601,0.031968,0.000000,0.074568,0.075012
9088,https://www.mb.com.ph,2,ok,141.193.213.21,443,0.033932,0.018884,0.016649,0.034054,0.000000,0.329132,0.329187
9094,https://www.nation.co.ke,2,ok,104.17.67.240,443,0.026927,0.008732,0.007678,0.027058,0.000000,0.042658,0.042703
9096,https://www.typing.com,2,ok,104.19.183.44,443,0.024138,0.007128,0.006174,0.024251,0.000000,0.044415,0.045308
9104,https://www.blogspot.pt,2,ok,172.217.22.41,443,0.032700,0.014095,0.013414,0.032832,0.000000,0.695403,0.695529
9118,https://www.google.com.af,2,ok,172.217.22.99,443,0.035703,0.012194,0.010519,0.035805,0.000000,0.075831,0.076784
9125,https://www.sixflags.com,2,ok,104.17.135.249,443,0.045060,0.008865,0.007448,0.045139,0.000000,0.189340,0.241790
9130,https://www.googlesource.com,2,ok,64.233.184.82,443,0.032436,0.014381,0.010448,0.032530,0.000000,0.141882,0.143694
9132,https://www.rawpixel.com,2,ok,172.67.218.10,443,0.038024,0.016174,0.007167,0.038213,0.000000,1.768219,1.768446
9160,https://www.google.as,2,ok,172.217.18.163,443,0.030095,0.011755,0.010217,0.030185,0.000000,0.068424,0.068954
9191,https://www.google.is,2,ok,172.217.21.227,443,0.089421,0.068545,0.066663,0.089530,0.000000,0.130183,0.130507
9201,https://www.google.md,2,ok,216.58.212.163,443,0.039606,0.016786,0.015525,0.039840,0.000000,0.079706,0.080077
9263,https://www.google.ht,2,ok,142.250.74.195,443,0.033022,0.011699,0.010425,0.033103,0.000000,0.074195,0.074492
9281,https://www.fragrantica.ru,2,ok,104.16.141.242,443,0.026502,0.006718,0.005683,0.026603,0.000000,0.691787,0.691874
9283,https://www.hotair.com,2,ok,104.18.29.49,443,0.036064,0.014778,0.013666,0.036187,0.000000,0.444163,0.444267
9315,https://www.gizmochina.com,2,ok,104.26.15.207,443,0.034982,0.015081,0.013927,0.035105,0.000000,0.344981,0.429663
9335,https://www.defimedia.info,2,ok,104.22.37.148,443,0.056145,0.007987,0.007002,0.056242,0.000000,0.071463,0.071506
9406,https://www.thimpress.com,2,ok,104.26.5.142,443,0.027115,0.007289,0.006205,0.027235,0.000000,1.654958,1.655056
9412,https://www.google.com.mt,2,ok,172.217.18.99,443,0.042549,0.024892,0.023289,0.042649,0.000000,0.082693,0.083093
9428,https://www.escapistmagazine.com,2,ok,104.20.57.160,443,0.029863,0.016082,0.015264,0.029978,0.000000,0.044480,0.044531
9451,https://www.bookshop.org,2,ok,172.67.11.228,443,0.024303,0.007874,0.006422,0.024442,0.000000,0.037565,0.037611
9462,https://www.greatergood.com,2,ok,104.18.28.61,443,0.023106,0.009099,0.008084,0.023231,0.000000,0.065199,0.065257
9473,https://www.cimaclub.io,2,ok,172.67.204.65,443,0.072502,0.046154,0.037679,0.072613,0.000000,0.167025,0.167138
9480,https://www.google.al,2,ok,216.58.207.67,443,0.029831,0.012395,0.010863,0.029919,0.000000,0.072889,0.073190
9481,https://www.steamdb.info,2,ok,104.22.73.111,443,0.022261,0.007546,0.006333,0.022376,0.000000,0.030539,0.030583
9499,https://www.instamojo.com,2,ok,104.20.94.103,443,0.034439,0.018920,0.017226,0.034547,0.000000,0.525782,0.865583
