no,website,http_version,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
3168,https://www.wowkeren.com,2,ok,104.26.14.101,443,0.063027,0.017139,0.016303,0.063131,0.000000,0.549198,1.116418
3187,https://www.fanfiction.net,2,ok,104.18.19.242,443,0.035428,0.008835,0.007839,0.035580,0.000000,0.045928,0.046116
3230,https://www.akhbarelyom.com,2,ok,104.26.0.102,443,0.023651,0.007600,0.006315,0.023831,0.000000,0.033803,0.033870
3242,https://www.law.com,2,ok,104.18.15.209,443,0.027557,0.006734,0.005799,0.027713,0.000000,0.471532,0.471653
3251,https://www.google.com.bd,2,ok,172.217.23.131,443,0.031657,0.013306,0.010861,0.031793,0.000000,0.071550,0.072021
3305,https://www.worldwildlife.org,2,ok,104.18.23.220,443,0.024688,0.007610,0.006448,0.024833,0.000000,0.533448,0.631917
3306,https://www.whitepages.com,2,ok,104.18.22.138,443,0.032074,0.011219,0.010344,0.032161,0.000000,0.052763,0.052863
3317,https://www.google.no,2,ok,172.217.22.67,443,0.029472,0.012076,0.010798,0.029557,0.000000,0.067529,0.068086
3327,https://www.roozaneh.net,2,ok,104.18.53.242,443,0.040290,0.016310,0.005359,0.040433,0.000000,0.111081,0.111127
3328,https://www.panoramio.com,2,ok,172.217.23.174,443,0.030905,0.013075,0.010682,0.031155,0.000000,0.040348,0.040453
3344,https://www.wpastra.com,2,ok,104.27.147.225,443,0.037060,0.014278,0.005493,0.037148,0.000000,0.523469,0.523519
3353,https://www.ad4m.at,2,ok,104.26.11.209,443,0.027235,0.007741,0.006372,0.027342,0.000000,0.078406,0.078495
3356,https://www.standardmedia.co.ke,2,ok,104.20.205.58,443,0.041105,0.013914,0.013043,0.041246,0.000000,0.399701,0.400956
3357,https://www.css-tricks.com,2,ok,172.67.74.18,443,0.050486,0.022596,0.013926,0.050580,0.000000,0.361145,0.361247
3366,https://www.royalcbd.com,2,ok,104.22.7.147,443,0.039845,0.009209,0.008010,0.039979,0.000000,0.086377,0.086653
3417,https://www.google.kz,2,ok,216.58.207.67,443,0.037281,0.011771,0.010461,0.037407,0.000000,0.081442,0.081625
3422,https://www.leo.org,2,ok,104.22.76.215,443,0.028061,0.007423,0.006495,0.028204,0.000000,0.117911,0.118024
3446,https://www.poki.com,2,ok,104.16.208.71,443,0.029902,0.013722,0.012432,0.030019,0.000000,0.180540,0.180625
3460,https://www.googlecode.com,2,ok,64.233.167.82,443,0.036847,0.014421,0.012966,0.036942,0.000000,0.037499,0.037579
3483,https://www.parliament.uk,2,ok,104.17.151.48,443,0.028462,0.008386,0.007225,0.028582,0.000000,0.290701,0.293152
3491,https://www.vecteezy.com,2,ok,172.67.24.234,443,0.031561,0.009444,0.007985,0.031749,0.000000,0.514626,0.601669
3529,https://www.uptobox.com,2,ok,104.22.52.218,443,0.028438,0.013109,0.011726,0.028552,0.000000,0.047062,0.047133
3564,https://www.adbtc.top,2,ok,104.26.12.89,443,0.058708,0.011792,0.010933,0.058836,0.000000,0.096028,0.096135
3603,https://www.glassdoor.co.in,2,ok,104.16.117.102,443,0.032607,0.011199,0.010160,0.032744,0.000000,0.182708,0.182779
3622,https://www.adskeeper.co.uk,2,ok,104.19.131.80,443,0.036289,0.015493,0.014569,0.036400,0.000000,0.090616,0.090722
3652,https://www.ghanaweb.com,2,ok,104.17.199.96,443,0.038923,0.014278,0.013141,0.039171,0.000000,0.052456,0.052506
3659,https://www.blogspot.com.br,2,ok,172.217.22.41,443,0.045688,0.022987,0.021737,0.045823,0.000000,0.616122,0.616254
3695,https://www.google.lt,2,ok,216.58.212.163,443,0.052696,0.035128,0.034285,0.052789,0.000000,0.092757,0.093136
3718,https://www.blogspot.nl,2,ok,172.217.22.41,443,0.034428,0.015099,0.013155,0.034555,0.000000,0.606189,0.606315
3728,https://www.marinetraffic.com,2,ok,104.18.12.142,443,0.038138,0.016760,0.015868,0.038255,0.000000,0.112732,0.112833
3731,https://www.esheeq.net,2,ok,104.26.11.74,443,0.033670,0.012841,0.011677,0.033743,0.000000,0.054974,0.055147
3749,https://www.whatismyipaddress.com,2,ok,104.16.154.36,443,0.022360,0.006149,0.004920,0.022482,0.000000,0.041106,0.041197
3770,https://www.blogspot.jp,2,ok,172.217.22.41,443,0.031559,0.013189,0.012375,0.031751,0.000000,0.619005,0.619123
3773,https://www.watanserb.com,2,ok,104.26.7.79,443,0.047085,0.010219,0.008680,0.047221,0.000000,0.420010,0.430072
