no,website,http_version,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
3798,https://www.schema.org,2,ok,172.217.23.174,443,0.039795,0.015426,0.013891,0.039952,0.000000,0.149398,0.149560
3829,https://www.google.com.qa,2,ok,216.58.212.131,443,0.047568,0.026709,0.024735,0.047708,0.000000,0.086681,0.086930
3854,https://www.google.co.ma,2,ok,172.217.16.195,443,0.032400,0.013298,0.010359,0.032539,0.000000,0.070876,0.071231
3860,https://www.thriveglobal.com,2,ok,104.22.30.175,443,0.026866,0.011069,0.010010,0.027007,0.000000,0.047970,0.048018
3912,https://www.adyen.com,2,ok,104.22.10.251,443,0.046182,0.015497,0.014539,0.046288,0.000000,0.063766,0.065075
3916,https://www.zoomit.ir,2,ok,104.26.15.111,443,0.042154,0.026060,0.025090,0.042268,0.000000,0.420144,0.578940
3917,https://www.tasteofhome.com,2,ok,104.18.20.39,443,0.021499,0.006670,0.005542,0.021660,0.000000,0.049558,0.051802
3923,https://www.google.com.ly,2,ok,172.217.16.131,443,0.200525,0.177450,0.176079,0.200627,0.000000,0.260029,0.260426
3942,https://www.google.by,2,ok,172.217.23.163,443,0.033499,0.011827,0.010362,0.033605,0.000000,0.073037,0.073266
3955,https://www.vklass.se,2,ok,104.22.55.170,443,0.019419,0.006771,0.005892,0.019516,0.000000,0.150844,0.150945
3987,https://www.beauty321.com,2,ok,104.26.13.68,443,0.022450,0.008150,0.006621,0.022559,0.000000,2.037825,2.038128
3988,https://www.jagonews24.com,2,ok,104.25.238.57,443,0.063567,0.029999,0.021498,0.063671,0.000000,1.017028,1.045309
4034,https://www.crowd1.com,2,ok,172.67.14.189,443,0.031649,0.008133,0.006217,0.031756,0.000000,0.140180,0.140311
4037,https://www.golang.org,2,ok,142.250.74.209,443,0.036977,0.011851,0.010861,0.037125,0.000000,0.146335,0.146439
4043,https://www.ennaharonline.com,2,ok,104.26.12.173,443,0.037776,0.012555,0.011428,0.037882,0.000000,0.122514,0.126936
4057,https://www.turbo.az,2,ok,104.26.2.137,443,0.021230,0.007659,0.006426,0.021337,0.000000,0.083370,0.083488
4091,https://www.tap.az,2,ok,104.26.12.26,443,0.020179,0.006998,0.005880,0.020299,0.000000,0.088317,0.088423
4103,https://www.google.com.ec,2,ok,216.58.212.163,443,0.031342,0.013445,0.012065,0.031428,0.000000,0.080988,0.081115
4144,https://www.telugustop.com,2,ok,104.26.8.232,443,0.028054,0.009704,0.008189,0.028166,0.000000,0.637002,0.637063
4154,https://www.laleggepertutti.it,2,ok,104.16.94.96,443,0.061506,0.049409,0.048300,0.061599,0.000000,0.162479,0.164766
4166,https://www.omegle.com,2,ok,104.23.141.25,443,0.023602,0.009202,0.008252,0.023690,0.000000,0.032124,0.032310
4171,https://www.hltv.org,2,ok,104.18.3.89,443,0.025309,0.011645,0.010433,0.025423,0.000000,0.091202,0.095781
4187,https://www.whmcs.com,2,ok,104.22.37.70,443,0.024351,0.007499,0.006051,0.024460,0.000000,0.530467,0.530629
4238,https://www.google.com.do,2,ok,142.250.74.195,443,0.030015,0.011662,0.010361,0.030105,0.000000,0.072595,0.072982
4243,https://www.socialmediaexaminer.com,2,ok,104.26.6.221,443,0.030434,0.011588,0.010057,0.030519,0.000000,0.067311,0.151323
4252,https://www.vitalsource.com,2,ok,104.17.65.241,443,0.033588,0.007176,0.006290,0.033680,0.000000,0.394308,0.415591
4253,https://www.jut.su,2,ok,104.26.11.147,443,0.025128,0.006609,0.005903,0.025231,0.000000,0.073424,0.073654
4303,https://www.fragrantica.com,2,ok,104.17.2.6,443,0.043398,0.020823,0.019734,0.043573,0.000000,0.218319,0.218424
4313,https://www.pmi.org,2,ok,104.17.179.183,443,0.111315,0.094398,0.093625,0.111465,0.000000,0.129008,0.129108
4315,https://www.androidpolice.com,2,ok,104.18.170.13,443,0.027115,0.008786,0.007611,0.027219,0.000000,0.244276,0.244339
4329,https://www.annals.org,2,ok,104.31.66.154,443,0.066111,0.043166,0.034530,0.066232,0.000000,0.259083,0.259139
4337,https://www.coingecko.com,2,ok,104.18.5.127,443,0.020595,0.006812,0.005973,0.020687,0.000000,0.170032,0.170121
4338,https://www.acpjournals.org,2,ok,104.18.14.168,443,0.054387,0.038863,0.038066,0.054482,0.000000,0.718912,0.718998
4368,https://www.google.com.kw,2,ok,172.217.23.99,443,0.032575,0.013301,0.010619,0.032689,0.000000,0.073415,0.073563
4390,https://www.fishki.net,2,ok,104.26.0.138,443,0.026454,0.007865,0.006987,0.026568,0.000000,0.168013,0.168108
4404,https://www.corporatefinanceinstitute.com,2,ok,172.67.74.108,443,0.036055,0.014092,0.005222,0.036159,0.000000,0.717092,0.717156
4410,https://www.rapidtables.com,2,ok,104.26.10.75,443,0.031389,0.016014,0.015081,0.031526,0.000000,0.058526,0.058637
4491,https://www.google.com.ng,2,ok,172.217.18.99,443,0.034745,0.017151,0.016372,0.034861,0.000000,0.083844,0.084004
4499,https://www.blogspot.ru,2,ok,172.217.22.41,443,0.108352,0.077388,0.076625,0.108529,0.000000,0.770400,0.770535
4525,https://www.scitation.org,2,ok,104.17.164.62,443,0.112094,0.088387,0.087103,0.112243,0.000000,0.305414,0.305518
4553,https://www.pianmenw.com,2,ok,104.19.29.252,443,0.316360,0.297409,0.296327,0.316598,0.000000,0.326702,0.326933
4562,https://www.sportzwiki.com,2,ok,172.67.69.49,443,0.047729,0.015802,0.006722,0.047822,0.000000,0.964219,0.964278
4568,https://www.bibox.com,2,ok,172.67.11.253,443,0.031684,0.013640,0.012353,0.031845,0.000000,1.407205,1.407255
4575,https://www.rae.es,2,ok,172.67.69.61,443,0.044086,0.022317,0.013436,0.044191,0.000000,0.319424,0.328265
4661,https://www.google.lv,2,ok,172.217.22.99,443,0.036014,0.018395,0.016384,0.036104,0.000000,0.082546,0.083115
4669,https://www.encuentra24.com,2,ok,104.22.52.181,443,0.031296,0.009302,0.008165,0.031394,0.000000,0.514760,0.514847
4680,https://www.google.iq,2,ok,172.217.18.99,443,0.064509,0.041534,0.040475,0.064643,0.000000,0.103153,0.103609
4735,https://www.shahid4u.one,2,ok,172.67.68.83,443,0.036269,0.014870,0.006466,0.036414,0.000000,0.142577,0.142680
4742,https://www.blogspot.se,2,ok,172.217.22.41,443,0.032872,0.012534,0.010435,0.033012,0.000000,0.692175,0.692301
4745,https://www.smartinsights.com,2,ok,104.20.252.9,443,0.030779,0.015312,0.014231,0.030886,0.000000,0.124091,0.124813
4766,https://www.warriorplus.com,2,ok,172.67.68.35,443,0.042754,0.014069,0.005498,0.042854,0.000000,0.092560,0.092602
4843,https://www.harrods.com,2,ok,104.18.1.58,443,0.022046,0.007662,0.006710,0.022132,0.000000,0.052776,0.052873
4878,https://www.annualreviews.org,2,ok,104.18.8.232,443,0.039083,0.014668,0.013439,0.039214,0.000000,0.306616,0.306736
4902,https://www.hostinger.com,2,ok,104.19.184.120,443,0.043385,0.019314,0.017294,0.043503,0.000000,0.142363,0.146195
4915,https://www.hse.gov.uk,2,ok,104.19.152.106,443,0.050327,0.029781,0.028891,0.050419,0.000000,0.172067,0.172256
4957,https://www.clickagy.com,2,ok,104.18.30.205,443,0.027676,0.009917,0.009104,0.027766,0.000000,0.537795,0.537989
5007,https://www.crisp.chat,2,ok,104.18.29.91,443,0.020759,0.006547,0.005339,0.020865,0.000000,0.044623,0.044737
5012,https://www.googleoptimize.com,2,ok,172.217.21.238,443,0.029980,0.011596,0.010313,0.030101,0.000000,0.041507,0.041627
5019,https://www.linode.com,2,ok,104.18.140.18,443,0.115870,0.099746,0.098738,0.115961,0.000000,0.146312,0.151826
5033,https://www.google.co.ao,2,ok,172.217.18.163,443,0.030358,0.012816,0.010552,0.030464,0.000000,0.072137,0.073039
5058,https://www.google.si,2,ok,172.217.23.99,443,0.035296,0.017976,0.016681,0.035506,0.000000,0.076603,0.077170
5069,https://www.16personalities.com,2,ok,104.27.161.88,443,0.035392,0.013792,0.004978,0.035479,0.000000,0.239149,0.241139
5099,https://www.mynewsdesk.com,2,ok,104.18.15.14,443,0.026680,0.009575,0.008717,0.026813,0.000000,0.210578,0.210700
5109,https://www.runescape.wiki,2,ok,172.67.20.94,443,0.023911,0.009692,0.008723,0.024018,0.000000,0.057341,0.057471
5122,https://www.fullhdfilmizlesene.com,2,ok,172.67.68.120,443,0.040992,0.017281,0.006315,0.041082,0.000000,0.167729,0.167781
5153,https://www.cettire.com,2,ok,23.227.38.74,443,0.042201,0.019414,0.017384,0.042323,0.000000,0.521663,0.537352
