no,website,responseStart,domInteractive,domComplete,nextHopProtocol
6689,https://www.connectad.io,609.9249999988388,1091.1899999991874,1539.9649999999383,h2
6690,https://www.google.ee,108.57000000032713,295.8550000003015,589.0850000014325,h2
6692,https://www.google.com.sv,110.4750000013155,252.34000000091328,560.6600000010076,h2
6696,https://www.google.com.cu,369.2250000003696,478.93500000100175,760.5100000000675,h2
6701,https://www.jugantor.com,330.1849999988917,1149.3699999991804,1497.5149999991118,h2
6736,https://www.hkgolden.com,675.9500000007392,1288.9599999998609,2319.455000000744,h2
6742,https://www.nobitex.ir,899.1750000004686,1092.4599999998463,1912.6450000003388,h2
6746,https://www.google.com.gt,106.48500000024796,220.43000000121538,539.8450000011508,h2
6755,https://www.okp.com,0.21999999989930075,366.7800000002899,371.2949999990087,
6759,https://www.mg.co.za,133.75499999892781,1459.1749999999593,1960.5099999989761,h2
6808,https://www.sennheiser.com,112.94000000089,251.7600000010134,540.1900000015303,h2
6819,https://www.google.cm,129.6650000003865,317.32499999998254,586.5649999996094,h2
6837,https://www.google.co.cr,117.39000000125088,222.95500000109314,513.2900000007794,h2
6889,https://www.bulbagarden.net,333.0150000001595,735.1400000006834,3229.2300000008254,h2
6930,https://www.whatismyip.com,1198.1049999994866,1696.8999999990046,2916.0499999998137,h2
6951,https://www.mind.org.uk,194.90500000028987,798.9350000007107,1015.2349999989383,h2
6959,https://www.wuxiaworld.com,84.74500000011176,639.8900000003778,1003.6700000000565,h2
6984,https://www.camelcamelcamel.com,36.60499999932654,99.31999999935215,101.85000000092259,h2
6993,https://www.google.com.bo,113.13999999947555,224.43500000008498,513.05499999944,h2
7031,https://www.yummly.com,49.994999999398715,964.7700000004988,1079.6100000006845,h2
7096,https://www.jagodangdut.com,88.70999999999185,393.9150000005611,533.7749999998778,h2
7105,https://www.google.com.np,117.52999999953317,304.1799999991781,594.9149999996735,h2
7131,https://www.sammobile.com,268.1700000011915,323.48500000080094,667.7049999998417,h2
7139,https://www.businessoffashion.com,96.74500000073749,2018.5900000014954,3222.635000000082,h2
7170,https://www.blogspot.be,1242.7299999999377,1477.6250000013533,1524.8449999999139,h2
7188,https://www.goop.com,1230.2049999998417,2851.8800000001647,4104.349999999613,h2
7224,https://www.enotes.com,78.31000000078348,284.1900000003079,436.3900000007561,h2
7254,https://www.rawgit.com,442.3000000006141,704.025000000911,764.8349999999482,h2
7268,https://www.cyberciti.biz,76.26999999956752,157.73999999873922,349.4799999989482,h2
7311,https://www.smadex.com,488.18000000028405,1702.4750000000495,2194.804999999178,h2
7317,https://www.beforeitsnews.com,1061.3499999999476,2028.38999999949,4598.244999999224,h2
7322,https://www.skyscrapercity.com,304.7449999994569,1269.0999999995256,1804.599999999482,h2
7332,https://www.google.com.py,139.9650000003021,435.70999999974447,831.1100000009901,h2
7365,https://www.google.com.bh,136.65500000024622,375.6499999999505,780.6100000016158,h2
7374,https://www.keywordtool.io,604.5999999987544,1068.5099999991508,1834.179999999833,h2
7383,https://www.listverse.com,1324.770000001081,1450.829999999769,1584.2250000005151,h2
7422,https://www.sportsmansoutdoorsuperstore.com,788.7000000009721,1471.110000000408,1852.4400000005699,h2
7461,https://www.opensubtitles.org,210.06499999930384,919.7299999996176,1142.0500000003813,h2
7467,https://www.gymshark.com,304.55000000074506,1400.7799999999406,2719.9099999997998,h2
